,Unnamed: 0,Unnamed: 0.1,desc,file_id_full,file_id_thumb,medium,title,year,cluster_count
339,339,339,"The 'Galettes'Claude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6669,6668,oil,The 'Galettes',1882,"{(237, 113, 2): 200969, (108, 46, 9): 88446, (182, 78, 4): 171661, (203, 148, 65): 203515, (231, 180, 101): 257329}"
340,340,340,"The Garden(also known as Irises)Claude Oscar Monet  (1900)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7690,7689,oil,The Garden,1900,"{(116, 54, 16): 285694, (212, 145, 132): 120790, (56, 31, 8): 260925, (147, 93, 86): 159745, (197, 92, 22): 110294}"
341,341,341,"The Garden and Flowers at Sainte-AdresseClaude Oscar MonetMusÃƒÂ©e FabrePainting - oil on canvasUploaded Thursday, 12 November 2015 by member kohn1foxPublic domain Added 20 days ago.",672191,672190,oil,The Garden and Flowers at Sainte-Adresse,[],"{(135, 105, 18): 17648, (14, 21, 7): 17451, (75, 68, 18): 21183, (64, 108, 184): 11363, (185, 159, 58): 10055}"
342,342,342,"The Garden at Argenteuil(also known as The Dahlias)Claude Oscar Monet  (1873)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6241,6240,oil,The Garden at Argenteuil,1873,"{(158, 90, 39): 161998, (109, 56, 25): 219158, (226, 198, 122): 139807, (205, 158, 76): 128017, (57, 22, 9): 160401}"
343,343,343,"The Garden at GivernyClaude Oscar Monet  (1922-1924)MusÃƒÂ©e Marmottan MonetPainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8148,8147,oil,The Garden at Giverny,1922-1924,"{(200, 185, 168): 207667, (129, 45, 34): 208442, (51, 21, 21): 259007, (185, 139, 98): 100698, (217, 136, 13): 145962}"
344,344,344,"Garden at Sainte-AdresseClaude Oscar Monet  (1867)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Tuesday, 18 September 2001 by member chris_mccormickPublic domain",396271,396270,oil,Garden at Sainte-Adresse,1867,"{(50, 45, 37): 21149, (75, 87, 100): 10096, (113, 129, 185): 17854, (133, 89, 43): 7520, (176, 175, 192): 10581}"
345,345,345,"Gardener's House at AntibesClaude Oscar Monet  (1888)Cleveland Museum of ArtPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7088,7087,oil,Gardener's House at Antibes,1888,"{(183, 180, 202): 316242, (161, 134, 53): 81503, (63, 63, 48): 62393, (199, 167, 135): 120567, (128, 123, 137): 126410}"
346,346,346,"The Garden GateClaude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6605,6604,oil,The Garden Gate,1881,"{(224, 187, 155): 203453, (41, 44, 29): 165974, (96, 106, 110): 158846, (161, 117, 24): 149797, (197, 152, 103): 203750}"
347,347,347,"The Garden Gate at VetheuilClaude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Monday, 13 October 2008 by member rocsdadPublic domain",75746,75745,oil,The Garden Gate at Vetheuil,1881,"{(102, 108, 18): 68616, (213, 207, 150): 72107, (93, 124, 82): 61953, (33, 70, 35): 97104, (166, 162, 90): 71836}"
348,348,348,"The Garden, GladioliClaude Oscar Monet  (1876)Detroit Institute of the ArtsPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",396457,396456,oil,"The Garden, Gladioli",1876,"{(85, 73, 55): 19638, (122, 108, 80): 16285, (182, 148, 106): 7729, (47, 40, 32): 19139, (175, 95, 56): 5009}"
349,349,349,"Garden in Bloom in Sainte-AdresseClaude Oscar Monet  (1866)MusÃƒÂ©e d'OrsayPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6026,6025,oil,Garden in Bloom in Sainte-Adresse,1866,"{(140, 121, 45): 74606, (111, 136, 164): 214755, (21, 24, 9): 357323, (77, 74, 16): 206596, (204, 53, 17): 19492}"
350,350,350,"Garden in Bordighera, Morning EffectClaude Oscar Monet  (1884)The State Hermitage Museum - St PetersburgPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6805,6804,oil,"Garden in Bordighera, Morning Effect",1884,"{(108, 85, 42): 224406, (52, 35, 21): 178397, (148, 130, 106): 117630, (180, 144, 54): 112792, (211, 191, 160): 162775}"
351,351,351,"Garden of the PrincessClaude Oscar Monet  (1867)Allen Memorial Art Museum - Oberlin, OHPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",396274,396273,oil,Garden of the Princess,1867,"{(232, 227, 216): 13049, (168, 144, 95): 5281, (49, 52, 17): 25134, (197, 188, 172): 10980, (104, 88, 51): 6756}"
352,352,352,"The GeeseClaude Oscar Monet  (1874)Sterling and Francine Clark Art Institute - Williamstown, MAPainting - oil on canvasUploaded Saturday, 27 June 2015 by member kohn1foxPublic domain",608286,608285,oil,The Geese,1874,"{(159, 155, 132): 8040, (157, 130, 61): 16893, (111, 100, 56): 15311, (127, 119, 95): 14775, (147, 117, 24): 18481}"
353,353,353,"Giverny in SpringtimeClaude Oscar Monet  (1899-1900)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7684,7683,oil,Giverny in Springtime,1899-1900,"{(192, 164, 170): 166675, (67, 48, 14): 195615, (116, 112, 141): 175566, (184, 140, 46): 217646, (121, 102, 31): 276705}"
354,354,354,"Gondola in VeniceClaude Oscar Monet  (1908)MusÃƒÂ©e des Beaux-Arts de NantesPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7918,7917,oil,Gondola in Venice,1908,"{(228, 193, 179): 182624, (25, 30, 58): 109770, (126, 121, 143): 48058, (200, 169, 156): 108032, (59, 64, 101): 62716}"
355,355,355,"The Gorge at VarengevilleClaude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6659,6658,oil,The Gorge at Varengeville,1882,"{(185, 187, 191): 232379, (98, 120, 130): 141875, (144, 108, 45): 184329, (61, 46, 24): 107934, (205, 151, 91): 179295}"
356,356,356,"The Gorge at Varengeville, Late AfternoonClaude Oscar Monet  (1897)Fogg Museum of Art - Harvard UniversityPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7438,7437,oil,"The Gorge at Varengeville, Late Afternoon",1897,"{(82, 69, 64): 115440, (122, 112, 109): 180249, (154, 188, 225): 152080, (203, 191, 184): 136196, (166, 155, 139): 196839}"
357,357,357,"The Gorge du Petit Ailly, Verengeville, Grey WeatherClaude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7440,7439,oil,"The Gorge du Petit Ailly, Verengeville, Grey Weather",1897,"{(142, 120, 67): 124543, (174, 154, 142): 155627, (100, 88, 60): 73567, (162, 171, 194): 124210, (143, 127, 114): 176731}"
358,358,358,"Gorge of the CreuseClaude Oscar Monet  (1889)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7172,7171,oil,Gorge of the Creuse,1889,"{(160, 169, 162): 66575, (78, 46, 50): 197378, (216, 203, 154): 125176, (156, 125, 87): 83171, (50, 16, 19): 487078}"
359,359,359,"Gorge of the Petite CreuseClaude Oscar Monet  (1889)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7176,7175,oil,Gorge of the Petite Creuse,1889,"{(157, 142, 121): 125203, (109, 77, 53): 181463, (58, 77, 119): 150259, (212, 218, 217): 134163, (41, 27, 30): 306512}"
360,360,360,"GrainstackClaude Oscar Monet  (1890-1891)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7238,7237,oil,Grainstack,1890-1891,"{(79, 94, 72): 147918, (68, 130, 143): 84281, (145, 162, 150): 123358, (205, 212, 191): 296160, (42, 40, 14): 134991}"
361,361,361,"GrainstackClaude Oscar Monet  (1891)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7242,7241,oil,Grainstack,1891,"{(112, 112, 133): 126024, (141, 80, 47): 190836, (205, 149, 22): 153138, (186, 158, 128): 88831, (118, 38, 7): 251500}"
362,362,362,"Grainstack at GivernyClaude Oscar Monet  (1889)Tel Aviv Museum of ArtPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7156,7155,oil,Grainstack at Giverny,1889,"{(176, 173, 206): 143779, (212, 121, 25): 105610, (82, 43, 24): 139779, (123, 97, 91): 108985, (151, 75, 14): 190047}"
363,363,363,"Grainstack at SunsetClaude Oscar Monet  (1891)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7246,7245,oil,Grainstack at Sunset,1891,"{(190, 112, 27): 139861, (232, 187, 90): 172734, (213, 181, 164): 192882, (113, 51, 19): 222808, (153, 115, 100): 163347}"
364,364,364,"Grainstack at SunsetClaude Oscar Monet  (1908-1912)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7920,7919,oil,Grainstack at Sunset,1908-1912,"{(242, 111, 8): 77117, (146, 91, 100): 76205, (213, 201, 178): 300860, (210, 161, 123): 74527, (128, 35, 22): 112354}"
365,365,365,"Grainstack at Sunset, WinterClaude Oscar Monet  (1890-1891)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7236,7235,oil,"Grainstack at Sunset, Winter",1890-1891,"{(231, 163, 44): 152373, (222, 173, 150): 171993, (88, 32, 12): 200084, (152, 114, 101): 109682, (153, 70, 15): 159479}"
366,366,366,"Grainstack, Impression in Pinks and BluesClaude Oscar Monet  (1891)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7248,7247,oil,"Grainstack, Impression in Pinks and Blues",1891,"{(102, 82, 70): 84791, (238, 155, 8): 75618, (140, 56, 11): 159481, (212, 182, 85): 32096, (82, 24, 6): 143214}"
367,367,367,"Grainstack in Overcast Weather, Snow EffectClaude Oscar Monet  (1890-1891)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7234,7233,oil,"Grainstack in Overcast Weather, Snow Effect",1890-1891,"{(201, 197, 212): 294164, (135, 37, 17): 146571, (165, 159, 185): 161420, (78, 80, 173): 114882, (132, 92, 102): 83644}"
368,368,368,"Grainstack in the Morning, Snow EffectClaude Oscar Monet  (1890-1891)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7232,7231,oil,"Grainstack in the Morning, Snow Effect",1890-1891,"{(91, 110, 182): 171815, (192, 192, 216): 248932, (96, 43, 28): 132413, (160, 159, 179): 150030, (145, 117, 86): 82042}"
369,369,369,"GrainstacksClaude Oscar Monet  (1890)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7220,7219,oil,Grainstacks,1890,"{(187, 168, 114): 171495, (144, 66, 25): 207591, (64, 37, 23): 258318, (80, 84, 102): 190518, (235, 158, 29): 184980}"
370,370,370,"Grainstacks at Chailly at SunriseClaude Oscar Monet  (1865)San Diego Museum of ArtPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5998,5997,oil,Grainstacks at Chailly at Sunrise,1865,"{(241, 200, 112): 78592, (167, 77, 31): 41507, (218, 209, 168): 209324, (237, 131, 43): 41999, (77, 37, 5): 147638}"
371,371,371,"Grainstacks at Giverny, Morning EffectClaude Oscar Monet  (1888-1889)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7154,7153,oil,"Grainstacks at Giverny, Morning Effect",1888-1889,"{(207, 182, 187): 221349, (215, 152, 148): 268391, (221, 98, 107): 96943, (227, 40, 22): 76311, (161, 138, 165): 108855}"
372,372,372,"Grainstacks at Giverny, SunsetClaude Oscar Monet  (1888-1889)Museum of Modern Art, SaitamaPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7152,7151,oil,"Grainstacks at Giverny, Sunset",1888-1889,"{(77, 27, 10): 172372, (136, 61, 28): 196219, (140, 114, 91): 152438, (211, 163, 125): 124918, (223, 136, 55): 110709}"
373,373,373,"Grainstacks at Sunset, Snow EffectClaude Oscar Monet  (1890-1891)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7228,7227,oil,"Grainstacks at Sunset, Snow Effect",1890-1891,"{(253, 161, 7): 68063, (162, 168, 196): 269533, (97, 129, 185): 221224, (91, 64, 66): 85416, (246, 159, 104): 42044}"
374,374,374,"Grainstacks at the End of Summer, Evening EffectClaude Oscar Monet  (1897)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7214,7213,oil,"Grainstacks at the End of Summer, Evening Effect",1897,"{(227, 201, 117): 76259, (122, 127, 145): 180863, (169, 121, 51): 119288, (91, 79, 51): 122964, (219, 223, 201): 171958}"
375,375,375,"Grainstacks at the End of Summer, Morning EffectClaude Oscar Monet  (1890)MusÃƒÂ©e d'OrsayPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7210,7209,oil,"Grainstacks at the End of Summer, Morning Effect",1890,"{(56, 39, 28): 142091, (193, 144, 86): 108421, (138, 144, 146): 105674, (119, 94, 55): 145294, (197, 192, 194): 156072}"
376,376,376,"Grainstacks in the Morning, Snow EffectClaude Oscar Monet  (1891)J. Paul Getty Museum - Los AngelesPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7224,7223,oil,"Grainstacks in the Morning, Snow Effect",1891,"{(98, 65, 116): 59185, (198, 165, 183): 153197, (121, 128, 194): 59909, (230, 198, 190): 394011, (89, 20, 34): 67106}"
377,377,377,"Grainstacks in the Sunlight, MiddayClaude Oscar Monet  (1890-1891)National Gallery of AustraliaPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7218,7217,oil,"Grainstacks in the Sunlight, Midday",1890-1891,"{(213, 205, 160): 179430, (100, 85, 101): 104851, (192, 166, 106): 145683, (94, 54, 38): 137605, (164, 130, 52): 118411}"
378,378,378,"Grainstacks in the Sunlight, Morning EffectClaude Oscar Monet  (1890)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7212,7211,oil,"Grainstacks in the Sunlight, Morning Effect",1890,"{(176, 170, 187): 358786, (84, 28, 31): 48559, (107, 95, 130): 85820, (196, 97, 33): 118303, (203, 153, 108): 226250}"
379,379,379,"Grainstacks, Snow EffectClaude Oscar Monet  (1890-1891)Hill-Stead Museum - Farmington, CtPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7222,7221,oil,"Grainstacks, Snow Effect",1890-1891,"{(181, 170, 182): 286541, (207, 206, 213): 152677, (151, 141, 168): 108023, (121, 76, 80): 40941, (85, 25, 21): 79134}"
380,380,380,"Grainstack, Sun in the MistClaude Oscar Monet  (1891)Minneapolis Institute of ArtsPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7244,7243,oil,"Grainstack, Sun in the Mist",1891,"{(231, 106, 36): 153736, (191, 59, 13): 129097, (122, 27, 26): 83324, (180, 81, 68): 121186, (223, 122, 85): 138709}"
381,381,381,"Grainstacks, White Frost EffectClaude Oscar Monet  (1890-1891)Scottish National Gallery - National Galleries of ScotlandPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7226,7225,oil,"Grainstacks, White Frost Effect",1890-1891,"{(148, 156, 188): 126495, (96, 46, 38): 97062, (209, 184, 172): 202706, (122, 104, 121): 88469, (210, 159, 123): 280076}"
382,382,382,"Grainstacks, White Frost Effect By Monet(also known as Grainstacks, In Snowy Effect By Monet)Claude Oscar Monet  (1890-1891)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7230,7229,oil,"Grainstacks, White Frost Effect By Monet",1890-1891,"{(142, 115, 162): 72188, (163, 62, 31): 53769, (221, 203, 188): 363154, (177, 101, 96): 65498, (200, 178, 165): 244455}"
383,383,383,"Grainstack, Thaw, SunsetClaude Oscar Monet  (1890-1891)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7240,7239,oil,"Grainstack, Thaw, Sunset",1890-1891,"{(213, 164, 42): 151863, (183, 188, 167): 237646, (110, 120, 127): 107022, (76, 53, 21): 223425, (138, 73, 21): 135249}"
384,384,384,"The Grand CanalClaude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7804,7803,oil,The Grand Canal,1908,"{(75, 96, 130): 46250, (155, 173, 212): 260385, (96, 139, 213): 152170, (198, 130, 114): 54512, (205, 203, 215): 343643}"
385,385,385,"The Grand CanalClaude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7812,7811,oil,The Grand Canal,1908,"{(171, 169, 194): 77283, (138, 96, 91): 48631, (87, 134, 215): 404019, (57, 91, 163): 260767, (29, 40, 85): 97152}"
386,386,386,"The Grand CanalClaude Oscar Monet  (1908)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7806,7805,oil,The Grand Canal,1908,"{(168, 159, 164): 339766, (59, 51, 55): 81573, (160, 104, 44): 108930, (101, 96, 120): 199874, (161, 136, 113): 156853}"
387,387,387,"The Grand CanalClaude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7808,7807,oil,The Grand Canal,1908,"{(136, 149, 197): 291002, (174, 159, 155): 140208, (46, 36, 52): 125687, (88, 80, 91): 159315, (127, 126, 129): 209980}"
388,388,388,"The Grand Canal and Santa Maria della SaluteClaude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7810,7809,oil,The Grand Canal and Santa Maria della Salute,1908,"{(79, 110, 192): 183826, (99, 93, 107): 199746, (145, 144, 172): 123245, (178, 121, 83): 132080, (36, 46, 93): 160103}"
389,389,389,"The Grand Canal, VeniceClaude Oscar Monet  (1908)Legion of Honor (Fine Arts Museums of San Francisco)Painting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7802,7801,oil,"The Grand Canal, Venice",1908,"{(139, 133, 174): 178643, (101, 65, 44): 50452, (97, 96, 138): 120266, (44, 63, 143): 157706, (75, 101, 184): 288933}"
390,390,390,"The Grande Creuse by the Bridge at VervyClaude Oscar Monet  (1889)Philadelphia Museum of ArtPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7182,7181,oil,The Grande Creuse by the Bridge at Vervy,1889,"{(110, 115, 161): 74035, (57, 28, 29): 98955, (183, 192, 227): 44685, (121, 52, 30): 106478, (89, 71, 90): 130357}"
